Name,Building,Type,address,Location,Google map link,Phone number,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Dine-in,Takeout,Delivery,Rating,Reviews,Menu ( photo),Website,Social Media
Panda Express,Union,Chinese,200 S Central Campus Dr Salt Lake City UT 84112,"40.76546936141911, -111.84611412181899",Panda Express - Google Maps,8015853319,Closed,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 5:00 PM,Closed,Yes,Yes,No,3.6,"https://www.google.com/maps/place/Panda+Express/@40.7650188,-111.8548664,16z/data=!4m11!1m2!2m1!1srestaurants+panda!3m7!1s0x87525f8d83ab008f:0x7e8eb2f3d7657a17!8m2!3d40.7650188!4d-111.8461117!9m1!1b1!15sChFyZXN0YXVyYW50cyBwYW5kYVoTIhFyZXN0YXVyYW50cyBwYW5kYZIBEmNoaW5lc2VfcmVzdGF1cmFudOABAA",https://www.pandaexpress.com/menu/entrees,Order Panda Express | A Fast Casual Chinese Restaurant | Panda Express Chinese Restaurant
